Jahr;GKZ;Geschlecht;Vorname;Anzahl
2021;20702;1;Elijah;1
2019;20923;1;Marc-philipp;1
2021;20707;2;Lilly;1
2017;20305;2;Frida;1
2022;20527;2;Catherine;1
2016;20101;2;Umma;1
2023;20101;1;Dejan;1
2023;20725;2;Eva;1
2023;20527;2;Riana;1
2017;20914;1;Thomas;1
2023;20712;1;Emil;1
2019;20642;1;Ben;1
2022;21002;2;Ela;1
2017;20725;1;Elias;1
2020;20403;2;Milena;1
2015;20101;1;Lisandro-ilyas;1
2014;20501;1;Constantin;1
2016;20403;1;Elias;1
2017;20611;2;Maria;1
2016;20923;1;Raphael;3
2016;20101;2;Laila;1
2019;20421;2;Madleen;1
2016;20417;1;Jakob;1
2022;20635;1;Tobias;1
2018;20506;1;Sebastian;1
2022;20201;1;Noa;1
2021;20513;2;Sophie;1
2016;20901;1;Paul;1
2023;20530;1;Jonas;2
2018;20913;1;Alexandro;1
2016;20428;2;Ella;1
2017;20201;2;India;1
2020;20923;2;Anastasia;1
2017;20305;1;Lorenz;1
2018;20201;2;Chinenye;1
2022;20604;1;Peter;1
2015;20817;2;Mina;1
2021;20520;1;Tobias;1
2015;20817;1;Luca;1
2020;20409;2;Emma;1
2021;20608;1;David;1
2019;20523;2;Charlotte;1
2023;20320;2;Ella;1
2020;20101;1;Ewald;1
2020;20721;1;Dario;1
2015;20609;1;Constantin;1
2022;20634;1;Constantin;1
2018;20620;2;Marija;1
2019;20609;2;Sara;1
2016;20101;1;Diamond;1
2019;20634;1;Ben;2
2018;20101;1;Jeremiah;1
2015;20527;2;Ella-marie;1
2015;20644;1;Simon;1
2021;20620;2;Marilena;1
2016;20432;1;Jakob;2
2016;20417;1;Paul;2
2022;20523;1;Konstantin;1
2015;20923;2;Leonie;1
2022;20918;1;Jonas;1
2021;20412;2;Amelie;1
2016;20101;2;Melina;1
2018;20923;2;Ariannah;1
2021;20801;2;Emilia;1
2022;20810;2;Emma;1
2019;20405;1;Thorin;1
2017;21005;1;Maximilian;1
2022;20515;1;Elias;1
2015;21002;1;Muhammed;1
2022;20101;2;Anisa;1
2015;20724;2;Helena;1
2023;20727;2;Johanna;2
2018;20702;2;Lara;1
2021;20634;1;Fynn;1
2020;20642;1;Paul;1
2017;20813;1;Adrian;1
2017;20701;1;Elias;1
2022;20101;2;Kaia;2
2021;20720;1;Matheo;1
2017;20428;1;Olin;1
2019;20101;2;Misri;1
2015;20640;1;Elias;2
2015;20518;1;Sebastian;1
2018;20101;2;Klara;1
2023;20201;1;Roberto;1
2015;20604;1;Luca;1
2020;20712;1;Julian;1
2020;20442;2;Magdalena;1
2016;20511;1;Moritz;1
2022;20923;2;Paula;1
2016;20316;2;Lina;1
2018;20506;2;Christiane;1
2018;21008;1;Julian;1
2022;20801;2;Milena;1
2016;20101;1;Peter;1
2017;20503;2;Amelie;1
2020;20306;2;Emma;1
2023;20630;2;Marie;1
2021;20201;2;Scarlett;1
2021;20307;1;Johann;1
2015;20101;1;Omar;1
2021;20616;1;Josef;1
2019;21002;2;Paula;1
2016;20530;1;David;1
2018;20817;1;Julian;2
2017;20813;1;Raphael;1
2019;20414;2;Cosima;1
2017;20501;1;Max;1
2015;20101;2;Elina;1
2017;20201;1;Sandro-pascal;1
2015;20527;1;Erdi;1
2019;21007;2;Magdalena;1
2019;20619;1;Pascal;1
2022;20725;2;Maximilia;1
2020;20201;2;Elina;2
2015;20307;1;Lias;1
2021;20513;2;Christin-marie;1
2015;20101;1;Laurenz;2
2022;20605;2;Amadea;1
2021;20711;2;Johanna;1
2016;20101;1;Lavant;1
2016;20306;1;Sohiel;1
2021;20611;2;Luisa;1
2015;21007;1;Leo;1
2022;20201;2;Lina;3
2016;20101;1;Ben;4
2016;20523;1;Johannes;1
2018;20627;2;Lena;1
2020;20442;2;Tina;1
2019;20515;2;Mia;1
2019;20634;1;Luis;3
2020;20502;1;Nicolas;1
2018;20101;2;Mathilda;1
2023;20201;2;Chethana;1
2021;20711;1;Pablo;1
2018;20622;1;Florian;1
2022;20711;1;Elias;1
2015;20923;2;Emily;1
2017;20634;1;Rafael;1
2023;20101;1;Lean;1
2018;20804;1;Marius;1
2019;20725;1;Samuel;1
2015;20421;2;Amira;1
2022;20101;1;Fabian;2
2020;20634;2;Merjem;1
2022;21009;2;Theresa;1
2015;20634;2;Anna;1
2019;20635;1;Tobias;1
2020;20414;1;Jani;1
2019;20501;1;Dominik;1
2022;20402;2;Lea;1
2019;20711;2;Emilia;1
2023;20520;1;Fabian;1
2020;21007;2;Johanna;1
2021;20619;2;Helene;1
2021;20441;2;Ida;1
2015;20913;2;Luisa;2
2022;20405;1;Reyan;1
2020;20527;2;Sarina;1
2019;20523;2;Magdalena;1
2019;20101;2;Leonie;3
2022;20601;2;Lorena;1
2021;20722;1;Roland;1
2022;20405;1;Liam;1
2020;20719;1;Elias;1
2019;20101;1;Timo;3
2019;20201;2;Liliana;2
2023;20508;1;Johannes;1
2016;20720;2;Sofia;1
2016;20201;1;Matej;1
2020;20720;2;Annika;1
2023;20442;1;Timo;1
2018;20523;2;Katharina;1
2021;21006;2;Hanna;1
2017;20637;1;Nikolaus;1
2015;20201;2;Michelle;2
2016;20509;1;Raphael;1
2016;20913;2;Helene;1
2022;20421;1;Maximilian;2
2023;20644;1;Jakob;1
2016;20306;2;Lea;1
2019;20101;1;Mika;1
2021;20901;1;Mattheo;1
2021;20201;2;Ajla;1
2015;21002;2;Annika;1
2020;20534;1;Robin;1
2022;20642;2;Clarissa;1
2016;20604;1;Walter;1
2015;20502;1;Arthur;1
2023;20913;1;Michael;2
2015;20725;1;Moon;1
2014;20201;1;Mathias;1
2021;20918;2;Elisa;1
2021;20425;1;Lukas;2
2018;20527;1;Tobias;1
2021;20722;2;Alina;1
2021;20804;1;Elias;1
2022;20419;2;Helene;1
2023;21009;1;Jonas;1
2015;20912;1;Maximilian;2
2014;20608;1;Matteo;1
2015;20720;1;Nico;1
2021;20302;1;Florian;1
2021;20428;1;Johannes;1
2020;20435;2;Sophia;1
2019;20201;1;Yuxiang;1
2018;20201;2;Ariana-nicoleta;1
2016;20101;1;Dalibor;1
2023;20625;1;Philipp;1
2023;20101;2;Purnima;1
2023;20506;2;Miriam;1
2015;20505;2;Alaara;1
2018;20642;1;Niklas;1
2014;20201;2;Kalea;1
2018;20723;1;Samuel;1
2017;20712;2;Sophie;1
2017;20201;1;Matthew;1
2015;20501;2;Bibiana;1
2018;20530;2;Melania;1
2021;20635;1;Joel;1
2021;20425;2;Leyla;1
2022;20923;1;Alex;1
2023;20320;1;Luca;1
2017;20702;1;Oliver;1
2022;20724;2;Frieda;1
2020;20405;1;Constantin;1
2016;20101;2;Ella;6
2016;20402;2;Sara;1
2016;20721;2;Marie;1
2018;20632;2;Chiara;1
2021;20634;1;Luis;2
2022;20201;2;Mara;1
2020;20515;1;Emil;1
2021;20421;1;Michael;1
2022;20101;1;Yasin;1
2021;20708;2;Diana;1
2022;20901;2;Annika;1
2021;20727;1;Franz;1
2019;20634;2;Emilia;1
2017;21009;1;Paul;1
2020;20512;2;Anna;1
2023;20201;1;Philias;1
2018;20711;2;Ronja;1
2016;20201;2;Awrin;1
2023;20201;1;Ansar;1
2015;20618;1;Niklas;1
2023;20442;2;Anna;1
2018;20616;1;Valentin;1
2022;20402;1;Jonas;1
2023;20101;2;Lilith;1
2022;20527;2;Emily;1
2021;20813;2;Marie;1
2017;20624;1;Jamie;1
2016;20804;1;Matheo;1
2020;20518;2;Katelyn;1
2017;20201;2;Lea;2
2021;20534;1;Kai;1
2016;20402;1;Michael;1
2021;20101;2;Dijana;1
2018;20307;2;Eylul;1
2016;20722;1;Elias;1
2020;21010;2;Valentina;1
2021;20101;1;Nathaniel;1
2022;20725;1;Levi;1
2017;20913;1;Felix;1
2015;20632;2;Theresa;1
2020;20610;2;Mila;1
2022;20806;2;Florentina;1
2018;21009;1;Simon;1
2016;20505;2;Hannah;1
2021;20723;2;Isabella;1
2021;20806;1;Uros;1
2018;20504;2;Sofie;1
2021;20622;2;Laura;1
2018;20307;1;Gregor;1
2020;20405;1;Noah;1
2016;20306;1;Alexander;1
2019;20316;1;Sebastian;1
2020;20101;1;Raffael;1
2014;20101;2;Juliana;1
2021;20914;1;Kilian;1
2022;20901;2;Miriam;2
2019;20201;1;Oliver;2
2023;20101;1;Lorik;1
2018;20201;1;Constantin;1
2018;20201;1;Milan;2
2018;20634;2;Vanessa;1
2015;20101;1;Vinzenz;1
2015;20201;2;Kamila;1
2023;20201;2;Tabita;1
2020;20414;2;Lilly;1
2017;20639;2;Paula;1
2015;20817;2;Jana;1
2016;20305;1;Mateo;1
2023;20720;2;Emilia;1
2020;20527;1;Felix;1
2017;20620;2;Marie;2
2022;20805;1;Jonas;1
2020;20405;1;Alexander;1
2022;20101;2;Dahlia;1
2018;20913;2;Leonie;1
2014;20101;2;Priscilia;1
2015;20803;1;Emanuel;1
2015;20305;1;David;1
2014;20101;2;Anna-lena;1
2023;20815;2;Lena;1
2015;20523;1;Stefan;1
2022;20435;2;Elina;1
2018;20817;1;Arda;1
2015;20101;1;Eliah;1
2017;20803;2;Leonie;1
2016;20531;2;Enna;1
2022;20201;2;Aurora;1
2015;21005;2;Josefine;1
2020;20403;2;Noemi;1
2019;20923;2;Theresa;3
2018;20913;1;Jonas;2
2018;20723;1;Joel;1
2017;21002;2;Flora;1
2020;20502;1;Matthias;1
2022;20813;1;Tobias;1
2017;20307;1;Alfie;1
2022;20803;2;Emilia;1
2020;20306;2;Pia;1
2017;20101;1;Lendijon;1
2016;20726;2;Daria;1
2016;20530;2;Hannah;1
2015;20635;2;Nejla;1
2022;20711;1;Malik;1
2022;20635;1;Enea;1
2016;20723;2;Greta;1
2019;20806;2;Theresa;1
2015;21008;1;Valentin;1
2020;20201;1;Ilario-paul;1
2020;20604;1;Moritz;1
2022;20634;2;Ella;1
2015;20424;1;Sebastian;1
2023;20805;1;Lukas;1
2016;20913;2;Jennifer;1
2016;20101;2;Yi;1
2020;20201;2;Marie;1
2014;20805;1;Vinzent;1
2023;20101;1;Adrian;1
2021;20923;1;Marco;2
2015;20812;1;Jonas;1
2020;20415;2;Tilda;1
2016;20726;2;Kaycie;1
2023;20405;1;Linus;1
2022;20101;2;Saja-marie;1
2016;20442;1;Leon;1
2016;20414;2;Emilia;1
2018;20512;1;Lorenz;1
2016;20720;1;Lukas;1
2023;20201;1;Carlo;1
2015;20635;1;Fabian;2
2015;20726;1;Matteo;1
2016;20201;2;Ilvy;1
2018;20101;1;Aiden;1
2017;20531;2;Amy;1
2017;20402;2;Josefine;1
2015;20804;2;Ajlin;1
2023;20805;1;Matteo;1
2017;20725;2;Isabell;1
2023;20619;1;Mailo;1
2020;20622;1;Luis;1
2023;20803;2;Leila;1
2022;20725;2;Anna;1
2016;20101;1;Jonathan;1
2022;20720;1;Cillian;1
2021;20201;1;Albion;1
2022;20727;1;Aaron;2
2020;20923;1;Konstantin;1
2020;20201;1;Colin;1
2021;20421;2;Emilia;1
2019;21003;1;Maximilian;1
2015;20801;1;Otto;1
2017;20501;2;Favour;1
2016;20421;2;Jana;1
2015;20727;2;Alexandra;1
2022;20613;2;Christina;1
2019;21005;2;Julia;1
2015;20534;1;Jakob;1
2014;20719;2;Sina;1
2023;20923;1;Aaron;1
2020;20724;2;Ella;1
2021;20901;2;Hanna;1
2015;20101;2;Mirjana;1
2023;20415;1;Sebastian;1
2018;20101;1;Ishaan;1
2020;20711;1;Noah;1
2017;20101;2;Lisa;3
2021;20527;1;Arik;1
2023;20705;1;Jan;1
2016;20509;2;Carolin;1
2022;20923;1;Lio;1
2016;20720;2;Leya;1
2019;20101;2;Selina;2
2018;20501;1;Arian;1
2021;20302;2;Leah;1
2022;20201;1;Teo;2
2023;20101;2;Lea;2
2017;20632;1;Simon;1
2023;20101;2;Hedy;1
2018;20914;2;Lena;1
2022;21008;2;Elisa;1
2017;20421;1;Lukas;2
2020;20101;2;Alicya;1
2023;20101;2;Martha;2
2017;20201;1;Levi;1
2017;20817;2;Fiona;1
2023;20101;1;Eman;1
2021;20711;1;Benjamin;1
2018;20201;1;Aldin;1
2018;20101;1;Matei-alexandru;1
2016;20512;1;Leopold;1
2015;20425;1;Deniel;1
2022;20425;2;Emma;1
2017;20726;2;Zoe;1
2017;20624;1;Noah;1
2014;20101;2;Hena;1
2023;20630;1;Max;1
2023;20101;2;Sabrin;1
2019;20702;2;Leona;1
2018;20412;1;Aaron;1
2015;21002;2;Zoe;1
2018;20101;1;Emanuel;1
2021;20635;1;Leon;3
2018;21009;2;Maya;1
2019;20432;1;Moritz;1
2018;20101;2;Leonora;1
2019;21004;2;Rosalie;1
2020;20725;2;Luise;1
2019;20402;1;Jonathan;1
2019;20509;1;Mario;1
2021;20101;1;Adian;2
2021;20707;1;Leo;1
2020;20201;1;Huzayl;1
2016;20619;2;Paulina;1
2021;20405;2;Fanni;1
2017;20419;2;Luzia;1
2014;20720;1;Tobias;1
2021;20519;2;Lieselotte;1
2021;21007;1;Jonas;1
2017;20513;1;Leon;1
2020;20634;2;Tamara;1
2016;20613;1;Johannes;2
2021;20515;1;Nevio;1
2020;20923;1;Maik;1
2016;20801;1;Jonas;1
2015;20101;2;Marie;9
2021;20803;2;Ronja;1
2022;20806;1;Tobias;1
2016;20307;1;Matteo;1
2018;20725;2;Alina;1
2022;20622;2;Elisa;1
2016;20635;2;Aleyna;1
2017;20639;1;Emil;1
2018;20518;1;Lukas;1
2018;20724;2;Fenya;1
2015;20702;1;Valentin;1
2019;20415;2;Emely;1
2014;20201;1;Julius;2
2020;20501;1;Ben;1
2018;20302;2;Sophie;1
2019;20409;2;Amna;1
2016;20702;1;Mouafak;1
2023;20201;2;Aurelia-celine;1
2022;20720;1;Felix;1
2020;20727;2;Zoey;1
2018;20638;1;Alexander;1
2015;20531;1;David;1
2020;20425;2;Helena;1
2017;20527;1;Kilian;1
2015;20913;1;Martin;1
2017;20101;1;David;11
2017;21005;2;Bianca;1
2020;20722;1;Jonas;1
2023;20508;1;Nico;1
2016;20635;2;Nina;2
2018;20639;2;Stella;1
2019;20804;2;Katharina;1
2020;20711;1;Livio;1
2021;20613;2;Lara;1
2016;20724;1;Pascal;1
2022;20101;2;Matilda;3
2023;20101;2;Isabella;4
2015;20727;1;Advan;1
2015;20201;2;Alessandra;1
2019;20634;1;Ledian;1
2022;20509;2;Theresa;1
2015;20711;1;Julian;1
2017;20201;2;Theresa;2
2014;20201;1;Lennard;2
2019;20527;1;Filip;1
2016;20805;2;Anna;1
2023;20619;1;Jonah;1
2023;20201;1;Moritz-kilian;1
2022;20402;1;Lenni;1
2022;20201;2;Lena;3
2017;20523;2;Emilia;1
2015;20505;2;Enya;1
2020;20501;1;Lucas;1
2015;20501;2;Johanna;1
2015;20421;2;Mia-sophie;1
2017;20307;1;Nico;1
2021;20636;2;Mira;1
2019;20725;1;Emilio;1
2016;20913;2;Madlen;1
2018;20101;2;Herta;1
2021;20634;2;Mila;1
2016;20723;1;Mario;1
2021;20905;1;Anes;1
2022;20607;2;Vanessa;1
2018;20630;2;Camilla;1
2018;20913;1;Felix;2
2018;20101;1;Samuel;10
2016;20530;2;Magdalena;1
2023;20807;1;Matheo;1
2022;20101;1;Enoa;1
2014;20702;2;Sophia-marie;1
2017;20101;1;Lars;2
2023;20101;2;Magdalena;3
2019;20101;2;Letizia;1
2016;20409;2;Nora;1
2014;20101;2;Romy;1
2017;20527;2;Sara;1
2016;20817;2;Melina;2
2017;20435;1;Gianluca;1
2022;20418;1;Alexander;1
2018;21002;1;Noah;2
2019;20635;2;Milena;1
2015;20201;2;Fadime;1
2017;20101;2;Sara;10
2016;20201;1;Joas;1
2022;20101;2;Elena;7
2023;20813;1;Emilio;1
2017;20801;1;Matteo;1
2023;20416;1;Lorenz;1
2016;20101;1;Manuel;1
2021;20435;2;Milena;1
2018;20631;2;Daria;1
2015;20635;2;Matea;1
2014;20711;2;Christina;1
2023;20305;2;Lina;2
2014;20724;2;Annika;1
2021;20610;2;Amira;1
2020;20201;2;Lina-denise;1
2017;20918;1;Jihoon;1
2019;20708;1;Leon;1
2017;20402;1;Kenan;1
2020;20201;1;Ismail;1
2021;20201;2;Mila;2
2018;20403;1;Samuel;1
2023;20803;1;Nikolaj;1
2018;20923;2;Johanna;6
2021;20727;2;Lisa;1
2018;20512;2;Anna;2
2020;20810;2;Diana;1
2023;20923;2;Anais-sonia;1
2015;20101;2;Milena;1
2020;20635;2;Helena;2
2021;20808;1;Elias;1
2018;20635;2;Celina-marie;1
2018;20307;2;Leah;1
2022;20909;2;Cataleya;1
2016;20711;1;Lenny;1
2022;20530;2;Sarina;1
2019;20201;1;Jan;1
2020;20724;2;Isabella;1
2017;20101;2;Samra;1
2018;20101;1;Mak;1
2022;20725;2;Anika;1
2017;20316;1;Leon;1
2015;20306;2;Asmara;1
2017;20720;1;Benjamin;3
2019;20307;1;Marcel;1
2021;20101;2;Nora;2
2018;20101;1;Elian;1
2017;20527;1;Luis;1
2015;20711;2;Nina;1
2016;20201;1;Felix;2
2019;20631;1;Jakob;1
2020;20643;1;Johannes;1
2019;20201;1;Ali;1
2015;20802;1;Leo;1
2018;20508;1;Johannes;1
2023;20635;1;Josef;1
2021;20701;1;Matteo;1
2015;20702;1;Ajlen;1
2021;20415;2;Caroline;1
2020;21003;2;Lilly;1
2021;20627;1;Leon;1
2021;20201;2;Charlotte;2
2015;21010;1;Matheo;1
2014;20724;2;Bianca;1
2021;20801;2;Nadja;1
2023;20501;2;Marlene;1
2017;20435;2;Lauren;1
2014;20201;1;Said-magomed;1
2016;21009;2;Elisabeth;1
2019;20803;1;Sebastian;1
2019;20702;1;Marcel-lorenz;1
2021;20711;2;Sophia;1
2015;20901;2;Franziska;1
2021;20511;2;Helena;1
2017;20201;1;Lennard;1
2017;20726;1;Armin;1
2015;20425;2;Leya;1
2019;21007;1;Simon;1
2017;20702;1;Felix;1
2020;20402;1;Richard;1
2018;20723;1;Sandro;1
2016;20805;2;Lea;1
2021;20707;2;Miriam;1
2021;20101;2;Emina;1
2023;20405;2;Sophia;1
2018;20101;1;Daniel;1
2021;20101;1;Edian;1
2022;20527;2;Amelie;1
2015;20316;2;Laura;1
2023;20201;2;Mia;6
2021;20534;2;Shirin;1
2022;20611;1;Jonas;1
2019;20727;2;Laura;1
2022;20625;1;Leon;1
2023;20607;1;Jakob;1
2022;20101;1;Felix;9
2016;20201;2;Talyia;1
2015;20527;1;Raphael;2
2021;20201;2;Hannah;4
2014;20425;1;Luca;1
2018;21005;2;Clara;1
2020;20201;1;Konstantin;2
2014;20720;2;Emely;1
2021;20901;2;Anna;1
2019;20634;1;Samu;1
2017;20611;1;Philipp;1
2017;20527;2;Clara;1
2014;20518;1;Konstantin;1
2016;20101;1;Emil;3
2022;20635;2;Cennet;1
2020;20201;1;Jon;1
2021;20806;1;Jonas;1
2015;20725;2;Sophia;2
2020;20306;2;Elisa;1
2021;20307;1;Gabriel;1
2022;20627;2;Lara;1
2020;20101;2;Anemona;1
2019;20501;1;Louis;1
2014;20803;2;Klara;1
2015;20723;2;Lena;1
2020;20417;1;Rafael;1
2021;20503;2;Helena;1
2022;20201;1;Tim;3
2018;20201;1;Matejo;1
2020;20611;1;Tobias;1
2016;21010;1;Homam;1
2016;20515;1;Gernot;1
2021;20711;2;Emelie;1
2018;20620;2;Evolet;1
2018;20638;1;Martin;1
2016;20101;2;Roberta;1
2023;20813;1;Mark;1
2023;20605;1;Hannes;1
2022;20320;2;Leonie;1
2017;20918;2;Cristina;1
2017;20101;2;Sofia;2
2023;20201;1;Lorenz;1
2021;20101;1;Domenik;1
2016;20201;1;Nicolas;1
2015;20711;2;Jana;1
2022;20101;2;Evelina;1
2018;20724;1;Emilio;1
2018;20803;1;John;1
2018;20720;2;Melissa;1
2017;20201;1;Egon;1
2020;20101;1;Jannes;1
2016;20701;2;Paula;1
2019;20630;2;Linda;1
2016;20815;2;Sarah;1
2022;20619;2;Ellie;1
2019;20918;2;Emma;1
2016;20201;2;Antonia;2
2015;20808;2;Mia-valentina;1
2015;20523;2;Lisa;1
2016;20101;2;Tanvi;1
2019;20909;1;Willi;1
2021;20724;2;Abby;1
2017;20705;1;Matteo;1
2019;20515;1;Leon;1
2023;20635;2;Johanna;1
2016;20632;2;Isabell;1
2022;20101;2;Kyara;1
2015;20101;2;Greta;2
2016;20905;2;Jasmin;1
2019;20711;1;Max;1
2015;20630;2;Jana;1
2023;21002;1;Lucas;1
2023;20813;1;Filip;1
2015;20909;1;Emilio;1
2020;20707;2;Luisa;1
2015;20711;1;Matthias;1
2017;20527;2;Rut;1
2021;20727;1;Philip;1
2016;20527;2;Lea;2
2020;20620;2;Lina;1
2015;20101;2;Lilly;1
2018;20442;1;Logan;1
2022;20201;2;Aaliyah;1
2015;20725;1;Raphael;2
2020;20634;2;Leonie;1
2023;20201;1;Bastian;1
2017;20638;1;Leon;1
2021;20201;2;Anastasia;1
2020;20520;2;Isabella;1
2015;20534;2;Madlen;1
2019;20720;1;Matheo;1
2017;20527;2;Emma;2
2018;20923;1;Benjamin;2
2022;20412;2;Juliana;1
2018;20634;2;Anja;1
2017;20721;2;Zoey;1
2023;20201;1;Niklas;1
2021;21002;1;Johannes;1
2019;20101;2;Ross;1
2019;20305;2;Lara;1
2020;20201;2;Aylien;1
2023;20201;2;Nihira;1
2016;20803;1;Louis;1
2016;20918;1;Lukas;1
2015;20605;2;Susanna;1
2017;20923;1;Stefan;1
2017;20424;1;Malik;1
2017;20201;2;Viktoria;2
2018;20630;1;Ozcan;1
2023;21008;1;Kunga;1
2020;20305;1;Maximilian;1
2020;20101;1;Tristan;1
2021;20806;1;Vitus;1
2019;20417;2;Maria;1
2019;20923;2;Florentina;1
2016;20306;1;Johannes;2
2023;20602;1;Benjamin;1
2020;20405;2;Louisa;1
2022;20803;2;Marie;2
2017;20101;1;Subeg;1
2015;21002;1;Roman;1
2020;20633;2;Leni;1
2022;20813;1;Lucas;1
2017;20619;1;Lukas;1
2023;20923;2;Martha;1
2021;20442;1;Felix;1
2022;20505;1;Max;1
2015;20305;1;Moritz;1
2019;20201;1;Johannes;3
2015;20727;1;Lino;1
2021;20815;1;Laurenz;1
2016;20412;2;Alessia;1
2020;20901;1;Michael;1
2015;20711;1;Lui;1
2018;20201;2;Aurelie-esme;1
2019;20305;1;Simon;1
2023;20101;1;Reyhan;1
2022;20201;2;Olivia;1
2019;20409;2;Emelie;1
2018;20101;2;Anneli;1
2016;20901;1;Matteo;2
2018;20632;2;Annika;1
2022;20101;1;Lorijan;1
2019;20201;1;Max;2
2016;20723;2;Rafaela;1
2016;20424;1;Niko;1
2017;20901;1;Jonas;1
2019;20515;1;Noah;2
2022;20101;1;Simon;2
2021;20523;2;Viktoria;1
2020;20923;1;Louis;1
2021;20807;2;Sara;1
2023;20421;1;Liano;1
2023;20405;2;Lara;2
2017;20101;1;Robert;1
2019;20417;1;Jona;1
2023;21002;1;Noel;1
2016;20701;2;Emilia;1
2017;20101;2;Elsa;1
2016;20442;2;Lilli;1
2019;20635;2;Paulina;1
2016;20534;2;Hannah;1
2017;20601;2;Nina;1
2017;20534;1;Karl;1
2017;20101;2;Cataleya;1
2022;21002;1;Niklas;1
2019;20201;2;Aldijana;1
2019;20402;1;Moritz;1
2019;20527;2;Arnisa;1
2020;20631;2;Lea;1
2021;20609;2;Katharina;1
2015;20101;2;Mia-sophie;2
2017;20402;2;Natalie;1
2023;20901;1;Christoph;1
2019;20604;2;Nika;1
2017;20607;2;Elisa;1
2022;20101;1;Johann;2
2021;21002;1;Benjamin;1
2022;20405;1;Amir;1
2016;20534;1;Anton;1
2017;20101;1;Lion;2
2017;20520;1;Paul;1
2023;20201;1;Johannes;4
2017;20912;1;Rayan;1
2023;20913;1;Jakob;3
2016;20815;1;Liam;1
2020;20509;1;Hanno;1
2015;20101;2;Lucy;1
2016;20923;2;Emma;5
2015;20627;1;Leon;1
2021;20722;2;Stefanie;1
2014;20405;1;Dajlan;1
2016;20901;1;Michael;1
2021;20201;1;Tijan;1
2021;21003;1;Luca;1
2017;20101;2;Sophia;7
2021;20405;2;Aylin;1
2018;20913;2;Elisa;1
2015;20725;1;Boris;1
2018;20501;1;Malik;1
2022;20425;1;Liam;1
2015;20201;2;Joline;1
2017;21005;1;Lucas;1
2020;20201;2;Layla;1
2021;20515;1;Platin;1
2018;20923;1;Erik;1
2021;20634;2;Hanna;1
2021;20725;2;Emilia;1
2015;20530;1;Thomas;1
2015;20530;2;Vera;1
2020;21002;1;Lennox;1
2017;20402;1;Manuel;1
2019;20405;2;Jana;1
2018;20201;2;Tiara;1
2023;20201;1;Kan;1
2019;20804;2;Livia;1
2015;20531;1;Julian;1
2022;20412;2;Mia;1
2015;20630;1;Selias;1
2016;21003;1;Samuel;1
2023;20201;1;Ayaan;1
2017;20604;2;Theresa;1
2019;21001;1;Julius;1
2015;20723;2;Leonie;1
2020;20705;1;Leandro;1
2021;20725;2;Diana;1
2021;21002;2;Larissa;1
2023;20808;1;Alexander;1
2015;21002;2;Isabella;2
2022;21002;2;Mina;1
2015;20101;2;Pia;1
2020;20527;1;Mark-sebastian;1
2022;20412;2;Marianna;1
2015;20101;2;Darija;1
2020;20801;1;Fabian;1
2018;20727;2;Anika;1
2023;20817;1;Anton;1
2020;20905;2;Romy;1
2020;20415;2;Lou;1
2022;20901;1;Michael;1
2017;20201;1;Andreas;3
2016;20701;2;Sophia;1
2017;20634;1;Lenny;1
2022;21002;1;Rames;1
2016;20813;1;Ruben-bogdan;1
2021;20523;1;Finn;1
2018;20527;2;Frieda;1
2017;21009;1;Nik;1
2017;20509;2;Sophia;1
2022;20812;1;Jakob;1
2021;20912;1;Moritz;1
2017;20635;2;Lisa;2
2019;20201;1;Artur;1
2023;20603;1;Linus;1
2019;20923;2;Valerie;2
2018;20405;2;Emily;1
2017;20432;1;Lino;1
2019;20101;1;Mateo;1
2017;20634;1;Oscar;1
2019;20622;1;Leandro;1
2016;20302;1;Timo;1
2018;20905;1;Jakob;1
2015;20502;2;Lena;1
2020;20417;1;Alexander;1
2016;20808;2;Arya;1
2022;20201;1;Yassin;1
2018;20405;2;Yuna;1
2022;21007;1;Adrian;1
2016;20405;1;Richard;1
2015;20801;2;Lena;2
2019;20605;2;Alina;1
2021;20923;2;Ella;1
2022;21002;2;Marina;1
2017;20523;2;Elisa;1
2018;20201;1;Yannik;1
2018;20719;1;Timo-noel;1
2018;20305;2;Sophie;1
2015;20635;2;Clara;1
2021;21008;2;Areeba;1
2021;20515;1;Noel;1
2017;21009;1;Dominik;1
2019;20620;2;Ella;1
2016;20630;1;Janik;1
2018;20923;2;Sophia;3
2019;20442;1;Simon;1
2022;20101;1;Milo;2
2022;21003;1;Leo;1
2020;20409;1;Leano;1
2022;20405;1;Finn;1
2017;20101;1;Mattia;1
2023;20605;2;Elionora;1
2020;20101;2;Mia;16
2019;20534;1;Marius;1
2019;20531;2;Mia;1
2019;20201;2;Aleyna;1
2017;20101;2;Melisa;1
2018;20101;1;Leandro;2
2018;20414;1;Tobias;1
2016;20812;1;Samuel;1
2016;20527;1;Dorian;1
2017;20633;2;Lamar;1
2023;20634;2;Alissa;1
2016;20605;1;Felix;2
2023;20201;1;Surya;1
2022;20810;1;Emil;1
2021;20101;2;Donia;1
2015;20518;2;Jana;1
2022;20402;1;Nikolaj;1
2019;20501;1;Finn;1
2023;20101;2;Amina;1
2016;20817;2;Osayamen;1
2020;20101;2;Kathaleya;1
2018;20636;1;Nico;1
2023;20702;1;David;1
2020;20635;1;Raphael;1
2020;20405;1;Valentin;1
2015;20101;2;Dunja;1
2023;20101;1;Ahmad;1
2015;20923;2;Milena;1
2020;20201;2;Alice;1
2018;20710;2;Sophia;1
